1316.443,1261.188,1369.805,1224.868,1206.635,1035.303
0,0,0,0,0,0
393.7718,394.0338,443.8806,401.9102,424.8934,372.2904
21,21,21,21,21,21
397.279,387.817,446.323,405.086,427.251,373.719
397.543,390.388,446.156,404.759,427.893,374.277
397.852,392.685,446.08,404.521,427.887,374.711
397.074,395.873,445.921,403.957,427.498,374.972
396.13,399.014,445.453,403.516,426.75,374.874
394.99,396.522,445.05,402.839,425.981,374.09
394.008,394.827,444.469,402.256,425.336,372.992
393.324,393.558,443.804,401.767,424.753,372.034
393.165,392.718,443.204,401.387,424.23,371.33
393.372,392.544,442.876,401.302,424.167,371.006
507.402,609.399,735.814,706.634,786.453,688.843
635.654,739.968,893.78,851.237,929.411,790.086
704.166,832.556,988.16,948.747,1005.55,804.64
725.388,890.791,1029.77,1007.28,1044.46,809.408
733.697,934.747,1042.25,1043.2,1066.99,814.355
738.048,965.056,1047.55,1064.96,1085.19,818.953
733.339,986.653,1056.36,1076.31,1096.4,820.918
724.576,1009.52,1081.19,1094.71,1118.52,831.934
718.573,1033.95,1119.07,1112.15,1134.83,835.168
712.308,1048.93,1162.1,1130.61,1153.65,848.134
707.557,1058.1,1193.37,1143.04,1164.56,851.711
705.629,1068.28,1217.12,1153.99,1174.6,855.813
705.096,1075.99,1234.53,1163.39,1182.81,857.829
703.2,1080.49,1247.21,1170.79,1190.29,857.274
701.919,1082.85,1256.27,1177.35,1197.35,856.176
701.866,1084.37,1262.69,1182.99,1205.2,852.793
701.803,1084.91,1267.64,1188.04,1211.1,853.586
701.999,1086.97,1273.54,1191.8,1214.93,851.551
703.371,1089.11,1282.14,1196.75,1218.54,852.827
703.878,1092.24,1287.85,1201.53,1217.13,853.434
703.391,1096.56,1290.59,1205.11,1212.28,851.874
702.342,1103.42,1292.97,1207.4,1210.12,849.091
702.382,1109.41,1295.88,1208.32,1209.53,847.49
702.553,1112.87,1298.66,1208.87,1209.62,844.293
701.33,1113.56,1301.17,1208.61,1210.45,845.232
700.073,1112.13,1303.87,1209.09,1207.67,843.178
700.122,1110.49,1306.71,1209.57,1187.58,847.439
700.867,1109.45,1309.76,1212.03,1138.24,867.787
700.885,1107.84,1311.62,1212.72,1086.78,882.28
699.162,1104.6,1311.55,1212.78,1052.99,879.879
695.652,1100.87,1311.28,1213,1031.19,871.537
692.011,1096.82,1310.6,1212.18,1016.43,865.964
689.27,1094.66,1310.5,1211.29,1007.98,863.782
688.608,1094.08,1311.88,1212.23,1001.31,863.512
689.251,1094.7,1313.84,1211.17,987.233,865.04
688.396,1095.56,1314.96,1210.71,982.405,868.523
687.513,1095.6,1315.78,1211.93,976.386,873.812
687.369,1095.32,1317.6,1214.36,965.373,876.405
685.272,1094.7,1319.94,1215.97,964.427,885.656
683.516,1092.72,1320.55,1216,951.998,890.804
681.353,1086.32,1321.8,1215.58,944.445,893.458
678.222,1076.49,1324.8,1216.51,948.178,900.688
679.393,1061.61,1324.53,1211.85,947.354,907.495
691.289,1020.43,1325.09,1211.59,939.048,909.134
702.168,952.656,1309.82,1182.4,955.457,911.382
711.702,892.872,1297.1,1135.08,994.487,913.711
723.197,834.806,1234.19,1113.63,1020.88,911.015
746.312,779.008,1115.28,1106.2,1039.89,904.219
768.732,760.231,1015.99,1104.72,1051.78,895.787
786.585,754.682,972.161,1100.12,1051.8,875.861
802.01,748.651,943.704,1104.2,1057.86,855.378
811.124,746.764,923.727,1104.17,1059.74,838.835
819.192,745.81,912.941,1106.47,1066.51,827.15
826.356,742.88,905.651,1108.5,1073.64,815.696
832.739,740.734,898.824,1105.38,1070.58,797.64
841.279,741.951,894.564,1104.51,1069.25,778.076
849.438,743.636,891.92,1102.26,1065.45,763.713
855.094,743.385,887.388,1100.73,1063.62,752.523
854.738,758.741,907.062,1096.93,1058.6,741.013
851.081,803.976,966.564,1091.54,1052.21,730.514
847.194,803.315,1022.81,1086.99,1044.02,720.755
844.643,785.189,1064.93,1085.14,1038.26,715.463
843.762,774.297,1096.41,1086.49,1033.32,711.663
845.303,773.308,1119.78,1089.74,1032.26,712.517
848.179,777.422,1137.35,1094.33,1033.81,714.714
850.488,780.199,1149.55,1096.29,1033.63,714.162
852.687,779.607,1158.78,1097.96,1033.54,712.673
854.988,779.578,1165.8,1099.31,1032.78,709.631
856.138,778.337,1170.1,1100.21,1030.03,705.775
856.415,796.441,1172.85,1099.75,1025.89,703.28
858.907,845.762,1176.54,1099.64,1021.82,701.842
863.111,897.503,1180.98,1098.18,1018.98,702.977
869.752,938.571,1188.41,1098.63,1018.61,703.03
876.027,965.881,1196.71,1098.93,1016.92,701.783
880.128,983.573,1202.48,1097.36,1013.99,700.011
883.962,995.28,1206.79,1096.36,1011.97,699.006
886.873,1003.81,1210.97,1096.31,1011.29,698.165
889.888,1011.09,1214.88,1096.63,1010.97,698.321
892.519,1016.04,1217.71,1096.99,1010.65,698.869
895.958,1020.64,1219.48,1096.7,1009.87,698.432
898.409,1024.81,1220.37,1096.16,1009.56,699.965
900.099,1028.1,1220.93,1096.01,1009.37,700.251
903.021,1032.61,1222.08,1097.3,1011.74,701.278
903.986,1034.56,1213.8,1081.54,987.571,684.32
