0	21.2885	21.149	21.4346	21.2693333333	21.2430666667	21.4862333333
5	21.2520666667	21.1459666667	21.1762333333	21.2706	21.262	21.2237666667
10	21.4139	21.3452333333	21.4316333333	21.4648	21.1247	21.3763666667
15	12.1261	10.5860833333	11.3287733333	10.7128233333	11.0250333333	10.6715
20	5.8433233333	5.0347066667	5.77035	5.75668	5.5698566667	4.7934633333
25	4.1015266667	3.4275833333	4.21227	4.0731	3.80266	2.9797266667
30	3.2970033333	2.68838	3.4401033333	3.2531633333	2.89232	2.0694833333
35	2.7031666667	2.1609933333	2.8799633333	2.6551866667	2.36994	1.552038
40	2.4390946667	1.8661266667	2.6799433333	2.34489	2.00553	1.1503616667
45	2.1666263333	1.71354	2.4418666667	2.0622633333	1.7237133333	0.9635299333
50	1.9514623333	1.4496833333	2.1031	1.8672366667	1.5951533333	0.693999
55	1.6836273333	1.2916533333	1.9810733333	1.6892633333	1.4063796667	0.5969386667
60	1.578086	1.16509	1.882868	1.6254033333	1.3032526667	0.480427
65	1.552644	1.0759906667	1.7145196667	1.5447633333	1.1219413333	0.4052533333
70	1.448507	1.0116493333	1.611589	1.4379896667	1.041291	0.2821413333
75	1.3517528667	0.9385903333	1.5774053333	1.325766	0.9662083333	0.2236843333
80	1.2787806	0.855888	1.5828353333	1.2750673333	0.895137	0.163497
85	1.2177493333	0.8779873333	1.4130096667	1.2084143333	0.8096893333	0.0060896667
90	1.22046	0.7993926667	1.3846223333	1.1488703333	0.8324036667	-0.0534453333
95	1.1186726667	0.7026376667	1.271545	1.1380276667	0.752544	-0.07045
100	1.104166	0.709964	1.1722066667	1.118289	0.7603883333	-0.0859336667
105	1.039381	0.616255	1.31798	1.0488103333	0.6746163333	-0.124737
110	1.0138546667	0.579113	1.2483083333	1.0102833333	0.5982256667	-0.076083
115	1.0564743333	0.5426093333	1.1916786667	0.9682856667	0.6260506667	-0.168061
120	0.938224	0.519291	1.1340233333	0.938541	0.568144	-0.224279
125	0.9704093333	0.49608	1.3368126667	0.90948	0.531759	-0.2508703333
130	0.9819676667	0.483039	0.9993386667	0.9036793333	0.4967446667	-0.29003
135	0.7966216667	0.497441	0.9685953333	0.8919196667	0.504498	-0.3284476667
140	0.8257973333	0.473156	1.025004	0.855922	0.44278	-0.2677216667
145	0.816328	0.4595443333	1.0812236667	0.8492866667	0.4852866667	-0.3531003333
150	0.7905563333	0.3936776667	1.092221	0.8005043333	0.5069856667	-0.344396
155	0.7677366667	0.4103436667	0.9948266667	0.9030783333	0.458322	-0.3864716667
160	0.768427	0.3967216667	0.95393	0.8008133333	0.398495	-0.406445
165	0.769418	0.3582246667	0.9015533333	0.7480116667	0.3491713333	-0.3846103333
170	0.6170456667	0.2794166333	0.8236673333	0.7538583333	0.402844	-0.4227279333
175	0.694557	0.318119	0.7722416667	0.752629	0.3091873333	-0.387081
180	0.693955	0.3526813333	0.909956	0.6996106667	0.3522965667	-0.5106574
185	0.62257	0.3145584	0.8972243333	0.6870056667	0.3847318667	-0.5072487333
190	0.5704053333	0.2727493667	0.7494986667	0.6898296667	0.3211836333	-0.5138545667
195	0.61219	0.2600562333	0.7268963333	0.6698817667	0.2845180333	-0.5320085
200	0.6560626667	0.2363172333	0.8576663333	0.6378753667	0.2815879667	-0.5104399
205	0.6110943333	0.2770243333	0.838241	0.650101	0.3253687333	-0.5428706667
210	0.6397883333	0.2535549	0.8204183333	0.6439644333	0.2785679667	-0.569841
215	0.6103833333	0.2049413333	0.7185653333	0.6539376667	0.2690162333	-0.5060838667
