0	0.3335158617	0.0741967654	0.1602172275	0.0504315708	0.1258849607	0.3979706312
5	0.3576482117	0.1641908747	0.2949897343	0.0118646534	0.1757193501	0.0951147903
10	0.1073437469	0.0285219798	0.0977861101	0.1197447702	0.2295445926	0.2433750672
15	1.1163080802	1.2520370066	2.038399012	1.7778922674	1.078516529	0.858708606
20	1.3101288548	0.739463399	1.4168830028	1.4189416109	1.0442657588	0.2262408781
25	1.4421594417	0.5139841778	1.2014434824	1.0297857499	0.8624468951	0.4315963068
30	1.2122887121	0.4091462906	1.1471390702	0.874810755	0.7065357144	0.71508007
35	1.3550390876	0.2835200826	0.924281942	0.696113681	0.6058550179	0.7684513622
40	1.294503038	0.2833206243	1.0505629436	0.7012068102	0.5568631326	0.8958271948
45	1.3595177038	0.3353452339	0.9784293639	0.6458196828	0.4964212405	0.9064413724
50	1.2685697867	0.3244056168	0.8084777497	0.6391794571	0.5280923026	0.9852606877
55	1.2320819329	0.2973683684	0.8246560327	0.6453464183	0.4748383911	0.9259294224
60	1.2425289692	0.2303233364	0.8314605109	0.6739345391	0.4837208596	0.9282353044
65	1.185876451	0.2091147812	0.7363434841	0.6541454836	0.3992845345	0.9075889356
70	1.1490927911	0.1890610028	0.6843077795	0.5966772826	0.3845920849	0.9385771656
75	1.1429496789	0.1821875835	0.7154435521	0.6124025097	0.371475456	0.9866029634
80	1.0585770447	0.1997102007	0.8059096522	0.6171034657	0.3871068605	1.0119169494
85	1.1568886051	0.1549355585	0.6364792317	0.5901736113	0.3418845294	1.1384095996
90	1.1575091787	0.1956486588	0.6498982516	0.610822654	0.4123511194	1.1327536697
95	1.216354075	0.1647407147	0.5907084264	0.6645177469	0.3509325579	1.1312030596
100	1.1951674829	0.2477927076	0.5387894855	0.5854521296	0.3626469088	1.1102614063
105	1.2169081169	0.234502208	0.6631057975	0.5648822856	0.3122453651	1.0986500529
110	1.0925925688	0.2171309198	0.6288017394	0.6263475906	0.2972466129	0.9541333499
115	1.1014251137	0.2061530334	0.566287095	0.6291452747	0.3352737471	1.1643437464
120	1.1562603845	0.1956722833	0.5287738937	0.566595947	0.2836635287	1.0922983103
125	1.1041122702	0.2559447018	0.8176326104	0.5862987097	0.3126855434	1.219435369
130	1.14362364	0.1807745439	0.4861973203	0.6516914454	0.2579272853	1.2058146917
135	1.082509588	0.1275296145	0.4282046427	0.6748219452	0.3200068578	1.1889591014
140	1.0529145893	0.2516932617	0.4994286436	0.6628465998	0.2762854387	1.0860994922
145	1.1101431901	0.1817282063	0.5430253345	0.5560625884	0.301397525	1.2558739538
150	0.9963304804	0.2313858543	0.6332029752	0.6295382342	0.3053157964	1.1730489812
155	1.0313654504	0.2017051392	0.503202594	0.5919337029	0.3186889085	1.2269774612
160	1.1036877261	0.1658065918	0.4666447982	0.6629296333	0.2484200339	1.234796968
165	1.0411077877	0.1853124942	0.4469256158	0.6001605304	0.2510706452	1.3142684443
170	1.0511805644	0.2384836588	0.4040668614	0.6159251946	0.3199032419	1.1827856153
175	1.0376902287	0.1821744047	0.384883604	0.6213307098	0.1899749068	1.1592276557
180	1.0632546294	0.1057723133	0.4918933101	0.5844747888	0.2881409373	1.2320412176
185	1.0149514206	0.1935545345	0.4952209625	0.5686481608	0.2833455529	1.2420006655
190	1.0105066358	0.2058563095	0.346243911	0.6286460186	0.2827671876	1.2162270251
195	0.9844023837	0.1734195699	0.3138742331	0.6605540764	0.298364868	1.3041894541
200	1.1088043499	0.2235653558	0.4494009183	0.6227208655	0.2975600388	1.1969847116
205	0.9953059619	0.1443000398	0.4593252772	0.6178944212	0.3117532339	1.1903244693
210	1.0884003799	0.2328451707	0.4105722215	0.6117083253	0.3240034647	1.2454473791
215	1.0221854924	0.2745303936	0.373289254	0.6142878269	0.2371899672	1.1698419428
220	0.9879108499	0.2964894718	0.3663326677	0.598687622	0.3313443058	1.297003982
