225	1.0005541347	0.2378776894	0.3385506903	0.6064136749	0.2477927316	1.288148441
230	0.9786568117	0.1096872696	0.3276383219	0.6174048979	0.257590818	1.2311984426
235	0.9693935885	0.2206481575	0.3368014153	0.6913873319	0.258553769	1.2274629404
240	0.9182627992	0.1764498921	0.3934763013	0.6567647107	0.2512812853	1.2461997579
245	1.0075184515	0.2742847351	0.382010597	0.6228090112	0.2904097902	1.3429458289
250	1.019644939	0.2212564964	0.4173913498	0.5561002128	0.2902026763	1.3116276651
255	0.9761926927	0.2963947107	0.4086776599	0.6357663229	0.238214658	1.2828225406
260	0.9079106101	0.2254570904	0.321044628	0.7166244074	0.2089250006	1.2968714586
265	0.8832208023	0.2370932664	0.3679690349	0.6653699899	0.2890707363	1.2277406213
270	0.8861920254	0.2185742922	0.2784338572	0.6691525663	0.190094583	1.2351892677
275	0.8583811645	0.3221108329	0.2910852266	0.5837691207	0.2581681608	1.2559285919
280	0.9634227318	0.2108546148	0.3146925775	0.6709131815	0.167590374	1.3107783583
285	0.9721362477	0.1950435136	0.2569368169	0.6354237401	0.3306672511	1.2720400343
290	0.8872370527	0.2611915367	0.261799324	0.687792452	0.1995852068	1.3384248774
295	0.9638338168	0.1871894994	0.2513100044	0.6647115351	0.2031480797	1.2571487999
300	1.0042525389	0.284413557	0.2557482864	0.6615096267	0.2036665153	1.4089178686
305	0.9918675205	0.2692090693	0.4126793552	0.6545607587	0.1838901177	1.333330589
310	0.89579031	0.3481521849	0.26976447	0.607709919	0.207953204	1.2335256374
315	0.9554376871	0.3391193264	0.2885376614	0.5786716898	0.1954066638	1.3334642477
320	0.9113044786	0.307887128	0.2124471251	0.6787096342	0.2215748739	1.3211582128
325	0.9474379309	0.3560583939	0.2575085081	0.6717396569	0.2495777162	1.3539084644
330	0.8874094584	0.3449182272	0.3086551679	0.6790499614	0.2559858528	1.3215755877
335	0.7842068135	0.3211779356	0.2254908388	0.6628682649	0.268778275	1.3836023763
340	0.8875138258	0.35583343	0.2508499951	0.6888299525	0.2827997689	1.4490866816
345	0.8706617744	0.2553096101	0.2051596229	0.7122435152	0.2123895492	1.3399976635
350	0.8792859478	0.3025643605	0.2317762603	0.6019347057	0.2042849264	1.3502160712
355	0.8810444686	0.3148807697	0.1664148711	0.6022510484	0.2131653133	1.3430212876
360	0.800509231	0.240765802	0.208218799	0.6720054562	0.245518048	1.3255162699
