2341.3082,2218.5882,2276.2255,2304.4211,2461.8902,2377.2749,2290.3004,2353.3254,2194.2832,2363.3918,2294.1671,2321.4568,2324.0738,2128.9644,2297.9539,2235.2145,2337.0452,2216.5485,2468.0081,2251.3415,2281.7513,2276.139,2212.5463,2232.0974
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762.5838333333,731.0341666667,739.6278333333,731.7985,772.7931666667,736.2321666667,736.0113333333,757.1685,716.461,754.574,727.0683333333,737.4953333333,776.9175,737.1148333333,743.8658333333,735.6185,756.0993333333,710.9473333333,741.2518333333,718.1535,736.9393333333,735.2155,718.0361666667,723.1525
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
753.328,736.099,738.276,724.767,770.746,735.92,739.954,754.378,724.745,813.295,728.795,742.469,776.306,742.518,756.693,744.377,762.104,718.215,753.792,723.768,747.209,746.063,729.557,735.615
770.471,738.652,744.604,741.381,782.831,746.528,744.193,762.4,721.608,749.824,734.427,745.694,781.49,739.14,748.069,740.084,762.485,717.659,746.911,723.92,741.645,739.076,722.991,729.211
766.385,732.592,741.363,735.629,775.65,739.379,738.563,759.453,717.433,745.704,729.514,739.618,778.994,737.119,743.773,736.247,757.837,712.518,742.027,719.67,737.256,735.348,718.276,723.57
763.416,728.893,739.169,732.092,772.017,734.724,734.266,757.122,714.101,742.302,725.741,735.233,776.599,735.699,740.373,732.885,753.756,708.311,737.753,716.267,733.954,732.04,714.605,719.272
761.692,726.069,737.776,729.577,768.985,731.813,730.831,755.563,711.444,739.3,723.148,732.087,774.654,734.581,737.972,730.939,751.296,705.485,734.766,713.932,731.735,730.307,712.376,716.769
760.211,723.9,736.579,727.345,766.53,729.029,728.261,754.095,709.435,737.019,720.785,729.871,773.462,733.632,736.315,729.179,749.118,703.496,732.262,711.364,729.837,728.459,710.412,714.478
759.693,722.648,736.014,726.397,765.267,727.839,726.538,753.142,708.441,735.969,719.64,728.475,772.791,733.169,735.288,728.203,748.099,702.263,730.702,710.617,728.822,727.278,709.194,713.403
863.888,1081.429,887.5,1394.019,1426.624,1236.012,1089.921,981.162,1426.28,1582.903,1459.105,1403.844,1004.094,979.006,1560.697,1569.653,1606.392,1414.113,1235.567,1446.033,1597.425,1609.87,1529.289,1402.553
1305.665,1637.037,1450.532,1869.583,1955.633,1787.625,1591.354,1588.38,1780.037,1933.782,1813.453,1817.624,1487.686,1480.537,1869.19,1829.117,1903.773,1728.834,1589.172,1730.945,1849.954,1841.209,1771.335,1690.487
1764.435,1791.284,1950.196,1998.758,2106.709,1950.925,1761.521,2061.066,1888.186,2047.48,1931.897,1956.86,1921.362,1895.076,1974.493,1925.318,2015.697,1849.165,1733.251,1838.184,1948.958,1935.735,1870.961,1808.939
2103.826,1870.739,2212,2064.857,2183.394,2034.26,1851.91,2286.032,1948.11,2109.01,1995.162,2029.686,2194.215,2112.549,2032.779,1977.74,2076.538,1915.184,1815.376,1899.653,2005.925,1989.626,1926.846,1880.608
2285.042,1906.403,2315.818,2102.94,2229.744,2100.675,1876.168,2370.648,1980.365,2149.714,2037.774,2084.855,2342.492,2203.683,2075.713,2016.229,2129.489,1974.357,1873.526,1928.067,2047.904,2023.364,1979.479,1936.756
2376.623,1936.952,2359.721,2128.149,2261.349,2140.199,1907.584,2404.285,2004.06,2175.797,2065.287,2120.023,2412.921,2241.29,2106.661,2042.505,2159.433,2007.735,1912.162,1955.551,2075.694,2051.578,2009.732,1973.359
2417.867,1957.15,2379.212,2143.379,2282.831,2168.172,1930.234,2418.356,2020.732,2193.592,2087.021,2145.013,2443.539,2257.841,2127.797,2057.64,2179.474,2032.922,1939.013,1975.633,2096.063,2073.775,2032.49,2000.36
2436.62,1974.801,2391.632,2156.181,2298.14,2187.336,1950.256,2427.135,2034.535,2208.526,2103.763,2163.93,2460.311,2268.198,2144.986,2076.436,2198.048,2050.07,1961.735,1993.033,2112.566,2089.826,2049.485,2022.162
2445.945,1987.381,2398.915,2165.925,2309.547,2202.638,1965.993,2433.173,2044.664,2219.128,2115.936,2178.314,2470.414,2274.121,2158.485,2088.27,2212.029,2065.454,1978.538,2005.763,2126.311,2102.264,2064.534,2037.417
2453.745,2000.849,2404.046,2175.582,2320.028,2214.591,1980.331,2437.678,2053.381,2228.325,2125.77,2186.532,2475.487,2277.653,2166.554,2096.946,2221.356,2071.685,1996.967,2019.557,2137.465,2112.113,2072.326,2041.695
2459.924,2018.897,2406.978,2185.643,2329.67,2218.072,2000.903,2441.369,2064.953,2237.588,2132.586,2192.253,2481.422,2282.373,2180.161,2105.537,2229.29,2079.302,2016.25,2032.632,2148.952,2121.1,2080.386,2050.798
2463.71,2028.198,2410.353,2192.576,2336.608,2226.16,2013.84,2443.647,2072.049,2244.246,2138.395,2199.378,2484.37,2284.068,2187.508,2111.919,2236.221,2085.696,2029.018,2042.083,2157.165,2128.113,2087.052,2058.391
2467.586,2036.738,2413.734,2198.658,2343.891,2233.566,2023.138,2445.738,2077.66,2250.913,2144.599,2206.541,2487.686,2286.264,2194.006,2117.335,2241.942,2092.263,2039.677,2049.986,2164.468,2133.277,2093.668,2065.603
2469.692,2042.003,2415.52,2203.131,2348.548,2238.032,2030.8,2446.731,2083.215,2255.015,2148.931,2211.397,2490.064,2287.646,2199.439,2121.859,2246.581,2097.709,2049.315,2057.611,2170.755,2140.141,2099.347,2072.097
2470.986,2046.978,2416.95,2206.783,2353.129,2243.107,2037.182,2446.252,2087.359,2258.806,2153.069,2215.736,2491.005,2288.44,2203.711,2125.616,2251.743,2102.446,2057.863,2063.33,2176.406,2144.852,2104.745,2077.882
2471.818,2051.853,2417.985,2210.582,2356.391,2246.687,2042.998,2448.124,2091.22,2263.124,2157.245,2220.616,2492.153,2290.194,2208.552,2129.862,2256.332,2106.396,2064.466,2067.777,2181.173,2149.294,2109.441,2083.344
2473.898,2056.764,2420.568,2214.624,2361.551,2252.109,2050.287,2448.83,2095.03,2266.503,2161.094,2224.682,2494.671,2291.326,2212.74,2134.058,2260.351,2111.412,2071.893,2073.618,2185.796,2153.829,2113.786,2089.179
2475.047,2060.711,2418.77,2216.599,2364.763,2255.448,2053.951,2450.153,2097.289,2269.646,2163.57,2227.895,2496.231,2292.817,2216.142,2136.13,2263.128,2114.549,2077.49,2077.512,2190.347,2156.781,2117.353,2093.048
2476.024,2063.084,2421.491,2218.593,2367.264,2256.902,2058.409,2450.346,2100.229,2271.953,2166.071,2230.915,2496.081,2293.031,2218.265,2138.935,2265.459,2117.283,2081.682,2081.297,2193.078,2159.651,2120.524,2096.914
2475.418,2065.192,2421.378,2220.518,2368.912,2259.993,2061.206,2449.555,2101.698,2273.269,2167.465,2232.047,2496.856,2293.104,2220.754,2140.986,2268.142,2119.783,2085.78,2083.403,2196.194,2162.708,2122.703,2099.558
2427.492,1969.501,2362.705,2146.292,2296.796,2188.03,1995.438,2387.468,2057.608,2238.71,2136.522,2196.128,2445.719,2242.267,2194.061,2122.908,2249.612,2099.928,2057.234,2063.93,2180.217,2151.415,2112.945,2084.992
2455.165,2064.232,2401.667,2220.608,2369.369,2260.153,2060.028,2429.944,2102.579,2274.403,2168.787,2233.569,2477.093,2276.975,2222.463,2142.019,2269.548,2121.045,2088.573,2087.172,2199.45,2165.89,2126.089,2103.439
2468.489,2070.147,2415.373,2224.751,2370.822,2262.842,2068.1,2444.071,2106.382,2278.298,2169.179,2238.666,2490.724,2289.804,2227.061,2145.718,2273.788,2125.605,2095.742,2091.271,2203.465,2168.986,2130.43,2107.465
1602.566,978.18,1378.018,820.413,870.484,861.185,1204.1,1500.807,1038.088,1074.438,1046.839,1083.909,1818.53,1606.782,1380.059,1313.402,1383.125,1310.973,2022.976,2047.244,2172.294,2147.752,2106.841,2072.693
