1528.6666666667	1608.6666666667	1434.3333333333	1759.3333333333	1739.7777777778	1503.3333333333
0	0	0	0	0	0
557	598.5714285714	570.4285714286	653.2857142857	643.2857142857	645.1428571429
21	21	21	21	21	21
554	593	565	650	643	636
558	597	565	647	639	642
551	596	556	644	637	642
549	596	562	645	636	634
551	597	563	647	636	629
550	595	564	648	635	640
552	593	563	642	640	634
723	819	733	885	872	880
969	1099	956	1143	1137	1163
1065	1219	1044	1286	1269	1297
1131	1287	1088	1371	1356	1393
1178	1343	1149	1440	1423	1442
1191	1369	1140	1485	1467	1491
1220	1378	1169	1518	1490	1511
1229	1403	1199	1550	1508	1546
1263	1422	1205	1578	1540	1549
1268	1443	1209	1586	1550	1561
1268	1455	1231	1594	1573	1566
1285	1464	1247	1604	1581	1582
1293	1473	1242	1629	1593	1595
1306	1481	1229	1635	1616	1605
1310	1483	1269	1643	1617	1638
1305	1487	1268	1658	1623	1644
1310	1503	1285	1662	1634	1646
1318	1492	1314	1653	1620	1645
1325	1509	1272	1667	1634	1647
1331	1515	1276	1681	1653	1623
1327	1521	1295	1690	1647	1662
1338	1527	1304	1687	1658	1657
1332	1521	1245	1693	1668	1679
1327	1532	1330	1703	1667	1681
1348	1536	1318	1707	1675	1683
1348	1524	1304	1714	1683	1662
1355	1536	1301	1700	1668	1696
1355	1543	1279	1720	1654	1683
1367	1540	1314	1687	1687	1695
1353	1550	1319	1722	1686	1699
1350	1551	1320	1723	1698	1709
1367	1564	1328	1725	1692	1693
1366	1558	1356	1725	1693	1686
1356	1560	1310	1731	1694	1710
1372	1556	1310	1732	1681	1711
1379	1564	1346	1739	1703	1708
1373	1572	1353	1746	1720	1724
1360	1570	1324	1748	1717	1705
1371	1569	1318	1744	1707	1707
1362	1563	1331	1746	1721	1718
1378	1568	1361	1743	1706	1700
1380	1575	1339	1748	1721	1726
1381	1581	1359	1755	1717	1725
1381	1566	1352	1749	1717	1719
1383	1592	1345	1762	1736	1713
1384	1588	1336	1757	1727	1723
1381	1579	1339	1745	1734	1747
1393	1584	1358	1748	1731	1739
1377	1561	1328	1760	1722	1729
1379	1591	1350	1766	1721	1736
1397	1591	1339	1774	1742	1721
1397	1593	1355	1774	1726	1725
1399	1580	1360	1760	1742	1727
1398	1596	1363	1775	1730	1744
1395	1600	1380	1768	1747	1730
1400	1596	1369	1780	1744	1750
1396	1604	1374	1773	1747	1728
1388	1607	1377	1773	1750	1755
1388	1596	1334	1776	1738	1749
1401	1605	1377	1766	1745	1728
1399	1599	1356	1760	1737	1750
1402	1597	1373	1781	1757	1749
1378	1591	1364	1782	1749	1758
1405	1600	1350	1784	1752	1750
1411	1608	1375	1794	1746	1762
1411	1611	1364	1796	1755	1775
1404	1586	1395	1801	1751	1753
1394	1605	1371	1780	1761	1752
1420	1605	1385	1782	1766	1753
1401	1610	1381	1790	1758	1754
1419	1617	1364	1788	1762	1755
1410	1603	1352	1802	1768	1772
1421	1616	1374	1779	1773	1774
1391	1611	1377	1797	1761	1727
1415	1600	1374	1798	1762	1752
1412	1612	1391	1803	1758	1757
1425	1611	1385	1793	1765	1734
1417	1613	1363	1790	1768	1775
1417	1610	1404	1793	1768	1779
1426	1610	1376	1796	1770	1765
1416	1617	1356	1796	1774	1773
1419	1624	1399	1808	1770	1775
1413	1628	1395	1808	1749	1758
1418	1633	1364	1806	1769	1783
1406	1619	1371	1806	1781	1757
1412	1623	1378	1808	1769	1761
1422	1627	1394	1811	1773	1749
1424	1618	1395	1793	1779	1769
1406	1620	1342	1804	1746	1737
1421	1624	1376	1797	1777	1775
1424	1624	1391	1811	1783	1772
1426	1632	1396	1807	1782	1776
1423	1610	1379	1798	1768	1760
1428	1626	1342	1792	1778	1788
1420	1600	1400	1798	1772	1779
1421	1634	1344	1801	1774	1761
1420	1628	1365	1814	1767	1761
1424	1626	1360	1809	1775	1770
1433	1635	1380	1799	1780	1773
1422	1628	1372	1823	1782	1784
1425	1625	1380	1817	1789	1789
1427	1633	1405	1810	1789	1778
1428	1616	1400	1812	1788	1786
1430	1627	1420	1822	1761	1757
1445	1634	1393	1812	1771	1776
1403	1625	1399	1798	1784	1792
1409	1621	1375	1816	1788	1778
1425	1641	1370	1824	1793	1777
1427	1619	1393	1821	1786	1760
1429	1630	1395	1823	1791	1787
1423	1637	1393	1825	1796	1767
1423	1632	1394	1824	1798	1783
1436	1631	1414	1813	1787	1793
1431	1628	1396	1828	1795	1778
1446	1630	1413	1822	1784	1761
1420	1633	1406	1807	1789	1767
1432	1638	1424	1802	1780	1750
1432	1636	1383	1817	1799	1776
1433	1629	1417	1831	1796	1777
1435	1636	1380	1795	1790	1782
1445	1640	1398	1816	1790	1788
1440	1625	1401	1821	1793	1787
1437	1636	1430	1825	1789	1789
1424	1641	1414	1825	1774	1766
1446	1631	1409	1822	1782	1801
1432	1647	1406	1811	1799	1786
1428	1640	1426	1811	1807	1791
1439	1640	1392	1821	1796	1756
1446	1642	1386	1817	1769	1788
1436	1642	1404	1826	1788	1792
1421	1634	1399	1819	1795	1777
1440	1640	1394	1823	1804	1789
