0;2.05630060e+01;2.04581952e+01;2.05759970e+01;2.04303527e+01;2.04764701e+01;2.03340821e+01
5;2.06525427e+01;2.05652003e+01;2.06512787e+01;2.05588426e+01;2.05761534e+01;2.03905399e+01
10;2.07170562e+01;2.06540081e+01;2.07130710e+01;2.06508615e+01;2.06630226e+01;2.04554464e+01
15;2.07667001e+01;2.07042444e+01;2.07697696e+01;2.07078116e+01;2.07245961e+01;2.05638154e+01
20;2.08108725e+01;2.07436290e+01;2.07983012e+01;2.07557395e+01;2.07579676e+01;2.06812935e+01
25;2.09045085e+01;2.08481496e+01;2.09005185e+01;2.08805585e+01;2.08844875e+01;2.08359461e+01
30;2.09498438e+01;2.09438806e+01;2.09531325e+01;2.09494234e+01;2.09515036e+01;2.09439299e+01
35;2.10035193e+01;2.10169390e+01;2.10040489e+01;2.10031108e+01;2.10113862e+01;2.10235940e+01
40;2.10449629e+01;2.10839519e+01;2.10583462e+01;2.10616919e+01;2.10576375e+01;2.10771019e+01
45;2.10979222e+01;2.11085373e+01;2.10846926e+01;2.11062453e+01;2.10958633e+01;2.11210217e+01
50;6.71817422e+00;6.81455562e+00;6.67800175e+00;6.66884489e+00;5.51030379e+00;5.80230372e+00
55;3.81515337e+00;3.86857900e+00;3.79273774e+00;3.66415712e+00;2.68366059e+00;3.98206496e+00
60;2.63804439e+00;2.81879587e+00;2.62566915e+00;2.31840147e+00;1.44108485e+00;3.85396438e+00
65;2.04141234e+00;2.36658783e+00;2.03651064e+00;1.60790068e+00;8.17332989e-01;3.85720504e+00
70;1.63352882e+00;2.06318758e+00;1.62871460e+00;1.19688158e+00;4.91392178e-01;3.85241246e+00
75;1.33964395e+00;1.78657066e+00;1.33381158e+00;9.31312714e-01;3.46648507e-01;3.81659424e+00
80;1.10769126e+00;1.49594405e+00;1.10069479e+00;7.54079148e-01;3.29360432e-01;3.78110004e+00
85;9.50225661e-01;1.29986015e+00;9.46555850e-01;6.29038358e-01;3.40475517e-01;3.75026866e+00
90;8.42357025e-01;1.20312908e+00;8.38424259e-01;5.39431410e-01;4.26984535e-01;3.76996459e+00
95;7.66099044e-01;1.14902570e+00;7.64221487e-01;4.73076258e-01;5.33261923e-01;3.77115414e+00
100;7.07596994e-01;1.08856578e+00;7.05301167e-01;4.20006211e-01;5.69117449e-01;3.71318322e+00
105;6.64206273e-01;1.00695647e+00;6.61404467e-01;3.82903436e-01;5.65017679e-01;3.70770193e+00
110;6.25754141e-01;9.54803437e-01;6.22685478e-01;3.46150821e-01;5.22505771e-01;3.73478601e+00
115;5.98888594e-01;9.24621923e-01;5.97111312e-01;3.14941460e-01;4.16523268e-01;3.83973755e+00
120;5.77245888e-01;9.11682999e-01;5.73303804e-01;2.88573917e-01;3.68458115e-01;3.85309139e+00
125;5.57720114e-01;1.01760107e+00;5.53963086e-01;2.61397047e-01;3.37138759e-01;3.87107609e+00
130;5.30430426e-01;1.39463382e+00;5.28262381e-01;2.38033485e-01;3.09809153e-01;3.96690542e+00
135;5.11544953e-01;1.78557442e+00;5.08087328e-01;2.18602335e-01;3.11721062e-01;3.95317175e+00
140;5.03207984e-01;2.00895385e+00;5.00686579e-01;2.07046860e-01;3.32793735e-01;3.97056932e+00
145;5.59903322e-01;1.95326560e+00;5.59960285e-01;1.97719596e-01;3.42903453e-01;3.97133778e+00
150;1.02510124e+00;1.50870695e+00;1.03163284e+00;1.90439222e-01;3.03072183e-01;3.98565722e+00
155;1.69020983e+00;1.23646561e+00;1.69385658e+00;1.73801152e-01;3.69372859e-01;4.01124699e+00
160;2.11132697e+00;1.05950556e+00;2.11334497e+00;1.85704092e-01;4.71395718e-01;3.99974663e+00
165;1.60781257e+00;9.37591242e-01;1.59632713e+00;1.41441275e-01;1.87877845e-02;4.04557431e+00
170;9.08382100e-01;7.54406835e-01;8.99361667e-01;1.34408241e-01;-3.07813411e-01;4.03547246e+00
175;6.13604030e-01;4.58702406e-01;6.10315383e-01;1.33153367e-01;2.23627619e-01;3.99717578e+00
180;6.95974744e-01;4.35596785e-01;6.95532083e-01;1.24461437e-01;5.96838827e-01;3.95549174e+00
185;9.16808056e-01;3.52047046e-01;9.16770607e-01;1.16701450e-01;7.42498586e-01;3.87523851e+00
190;9.37638075e-01;2.81539216e-01;9.36832248e-01;1.08370621e-01;2.19466050e-01;3.16287469e+00
195;8.35117129e-01;2.98208229e-01;8.30045617e-01;1.03378699e-01;-2.68171265e-01;2.64173092e+00
200;7.45286202e-01;3.94519059e-01;7.45207455e-01;1.01300184e-01;-4.66987789e-01;2.46167978e+00
205;6.86295967e-01;4.76821454e-01;6.83306528e-01;9.88070931e-02;-5.27519919e-01;2.42572261e+00
210;6.39516575e-01;4.97554809e-01;6.38170025e-01;9.67304562e-02;-5.33492656e-01;2.43042750e+00
215;6.00460438e-01;4.82523826e-01;5.97817817e-01;9.83916975e-02;-5.05736944e-01;2.49456849e+00
