220;5.78732877e-01;4.65697584e-01;5.76195556e-01;1.09452854e-01;-4.63921395e-01;2.50684219e+00
225;5.58733631e-01;4.60450333e-01;5.56454579e-01;1.16034479e-01;-4.24164416e-01;2.48848800e+00
230;5.43085389e-01;4.65085136e-01;5.40824894e-01;1.15701026e-01;-4.02226544e-01;2.46014650e+00
235;5.32136638e-01;4.86211701e-01;5.32058909e-01;1.20037622e-01;-3.84025428e-01;2.46460356e+00
240;5.21598225e-01;5.15277403e-01;5.18899312e-01;1.20037622e-01;-3.75748255e-01;2.46875972e+00
245;5.09845580e-01;5.83452678e-01;5.09630499e-01;1.19119956e-01;-3.65941818e-01;2.46877571e+00
250;5.08764455e-01;6.84407557e-01;5.05079482e-01;1.19870761e-01;-3.52272617e-01;2.45725656e+00
255;4.97503447e-01;7.54591511e-01;4.94219700e-01;1.17785465e-01;-3.51109605e-01;2.45090618e+00
260;4.83807735e-01;7.86913929e-01;4.86301231e-01;1.17368508e-01;-3.38838190e-01;2.46967122e+00
265;4.75515839e-01;8.02076008e-01;4.74178279e-01;1.17034968e-01;-3.24291892e-01;2.48986727e+00
270;4.63945082e-01;8.00772088e-01;4.62466369e-01;1.15867750e-01;-3.11419493e-01;2.52381096e+00
275;4.53393403e-01;8.02076008e-01;4.54215322e-01;1.14034093e-01;-2.98787834e-01;2.51678652e+00
280;4.50339027e-01;7.96024728e-01;4.48645793e-01;1.12117798e-01;-2.88480563e-01;2.51683483e+00
285;4.45303309e-01;7.72998252e-01;4.44758367e-01;1.07538292e-01;-2.95173448e-01;2.49248223e+00
290;4.42634874e-01;7.26500629e-01;4.43158526e-01;1.01882082e-01;-2.98516837e-01;2.46033814e+00
295;4.39510771e-01;6.77484486e-01;4.38209825e-01;1.01632689e-01;-2.89837887e-01;2.49135912e+00
300;4.37682918e-01;6.37215878e-01;4.36307761e-01;1.00884583e-01;-2.78063272e-01;2.50441462e+00
305;4.40577322e-01;6.13594413e-01;4.39123069e-01;9.87240112e-02;-2.64354921e-01;2.50401279e+00
310;4.45913434e-01;5.96170466e-01;4.44605979e-01;9.79763360e-02;-2.47604501e-01;2.52016895e+00
315;4.43015993e-01;5.76390353e-01;4.39046959e-01;9.10863170e-02;-2.55895032e-01;2.46919147e+00
320;4.43930796e-01;5.64610790e-01;4.40569373e-01;8.93445474e-02;-2.61263563e-01;2.45920434e+00
325;4.36693106e-01;5.51967777e-01;4.36535971e-01;8.53656139e-02;-2.67989594e-01;2.45695326e+00
330;4.32431499e-01;5.41661872e-01;4.32125726e-01;8.32116667e-02;-2.69261163e-01;2.45087428e+00
335;4.26881552e-01;5.31464444e-01;4.27491493e-01;7.98169239e-02;-2.65627329e-01;2.43763419e+00
340;4.26121757e-01;5.23320541e-01;4.22102874e-01;7.83272701e-02;-2.57624452e-01;2.46831201e+00
345;4.27033524e-01;5.21198092e-01;4.25745258e-01;7.77480790e-02;-2.51705771e-01;2.46869576e+00
350;4.27641460e-01;5.20048786e-01;4.26124823e-01;7.35302643e-02;-2.62991300e-01;2.41900471e+00
355;4.17392279e-01;5.07158230e-01;4.16265341e-01;6.35373851e-02;-2.75070319e-01;2.39503012e+00
360;4.16254757e-01;5.01781698e-01;4.16795748e-01;6.00734101e-02;-2.78063272e-01;2.40831423e+00
365;4.24222767e-01;5.05306678e-01;4.22633892e-01;6.03207579e-02;-2.73164865e-01;2.41748100e+00
370;4.26349683e-01;5.05835627e-01;4.24834417e-01;5.92490052e-02;-2.68352929e-01;2.42332373e+00
375;4.16406412e-01;4.98171021e-01;4.16568424e-01;5.54584798e-02;-2.86941857e-01;2.36417664e+00
380;3.92123697e-01;4.74717514e-01;3.92152667e-01;4.59946369e-02;-3.10157634e-01;2.35717332e+00
385;3.81870707e-01;4.63335677e-01;3.78672519e-01;4.17211727e-02;-3.13221646e-01;2.39177244e+00
390;3.71638464e-01;4.59401507e-01;3.71457733e-01;3.88468465e-02;-3.06911521e-01;2.42804285e+00
395;3.68858273e-01;4.56256277e-01;3.68379558e-01;4.38574508e-02;-2.91194877e-01;2.43009360e+00
400;3.65253819e-01;4.48401381e-01;3.64928229e-01;3.92573639e-02;-2.90199784e-01;2.40436904e+00
405;3.61426905e-01;4.41951648e-01;3.59680733e-01;3.69588982e-02;-2.93636614e-01;2.37818928e+00
410;3.63227444e-01;4.42474306e-01;3.61104514e-01;3.59741633e-02;-2.97613419e-01;2.37785794e+00
415;3.54755508e-01;4.28815105e-01;3.51819717e-01;3.24471137e-02;-2.98336166e-01;2.35670144e+00
420;3.44951840e-01;4.16924768e-01;3.44493820e-01;2.94141919e-02;-3.05107295e-01;2.30391851e+00
425;3.34794130e-01;4.04542253e-01;3.34419450e-01;2.22899378e-02;-3.21593891e-01;2.27080578e+00
430;3.37928884e-01;4.07397172e-01;3.37626134e-01;2.66287968e-02;-3.06550723e-01;2.34926591e+00
435;3.45923871e-01;4.13544829e-01;3.44419120e-01;2.67926008e-02;-2.89566449e-01;2.34241925e+00
440;3.45325676e-01;4.15364527e-01;3.48753504e-01;2.39268025e-02;-2.96709852e-01;2.27916589e+00
445;3.47644078e-01;4.10946352e-01;3.48753504e-01;2.06536070e-02;-3.08805320e-01;2.27585479e+00
450;3.50786842e-01;4.10946352e-01;3.48454461e-01;1.94267091e-02;-3.16013814e-01;2.28447015e+00
455;3.44951840e-01;4.06618404e-01;3.45315583e-01;1.46855255e-02;-3.29594090e-01;2.25489129e+00
460;3.39795735e-01;4.03590957e-01;3.41954670e-01;1.28883176e-02;-3.33544935e-01;2.24676247e+00
465;3.41887431e-01;4.06877980e-01;3.40088465e-01;9.86719300e-03;-3.30043193e-01;2.27837294e+00
470;3.42933605e-01;4.05147712e-01;3.41805348e-01;1.01120812e-02;-3.19794487e-01;2.27339972e+00
475;3.48167736e-01;4.04888221e-01;3.47258468e-01;1.02753467e-02;-3.05919270e-01;2.28296088e+00
480;3.54980243e-01;4.07570247e-01;3.54588391e-01;1.19899552e-02;-2.98336166e-01;2.27192400e+00
485;3.66830452e-01;4.09474450e-01;3.65378268e-01;1.34600866e-02;-2.81507689e-01;2.27099214e+00
490;3.66079613e-01;4.04023343e-01;3.64928229e-01;9.21421626e-03;-2.93546198e-01;2.20322078e+00
495;3.52059470e-01;3.90635891e-01;3.50847301e-01;2.52610694e-03;-3.15923767e-01;2.15840278e+00
500;3.34122651e-01;3.75389889e-01;3.32332475e-01;-6.26901365e-03;-3.41796595e-01;2.13573330e+00
505;3.11791166e-01;3.55130574e-01;3.10916605e-01;-1.47238018e-02;-3.72986405e-01;2.09464689e+00
510;2.97773138e-01;3.45714380e-01;2.96467992e-01;-1.83776968e-02;-3.86070534e-01;2.13214253e+00
515;2.91333539e-01;3.44004164e-01;2.91808867e-01;-1.97573622e-02;-3.85092536e-01;2.17693704e+00
520;2.88375578e-01;3.41098079e-01;2.87892640e-01;-2.21100301e-02;-3.80555884e-01;2.17375258e+00
525;2.82391051e-01;3.31451210e-01;2.80585621e-01;-2.33264927e-02;-3.80555884e-01;2.14311870e+00
530;2.70590746e-01;3.19183615e-01;2.68504506e-01;-2.95663401e-02;-3.76015457e-01;2.11737385e+00
535;2.66908853e-01;3.18502926e-01;2.68798820e-01;-2.32454044e-02;-3.51735873e-01;2.13478977e+00
540;2.80840674e-01;3.28211128e-01;2.79258218e-01;-2.19478127e-02;-3.24831333e-01;2.17947957e+00
545;2.92443224e-01;3.32560121e-01;2.92400262e-01;-1.69164594e-02;-3.05287744e-01;2.17862174e+00
550;3.03553611e-01;3.33327966e-01;3.03798238e-01;-1.52111422e-02;-2.87937540e-01;2.16032721e+00
555;3.07707805e-01;3.30598362e-01;3.06318171e-01;-1.60232705e-02;-2.69624415e-01;2.13886919e+00
560;3.08746891e-01;3.24036092e-01;3.09358599e-01;-1.66728782e-02;-2.64991161e-01;2.11373231e+00
565;3.24359033e-01;3.30768920e-01;3.21166982e-01;-1.43176486e-02;-2.62082032e-01;2.09434439e+00
570;3.48392178e-01;3.47339604e-01;3.47034250e-01;-4.64145322e-03;-2.49245374e-01;2.12694241e+00
575;3.67881813e-01;3.70231788e-01;3.67629068e-01;1.22215067e-03;-2.31443228e-01;2.14997847e+00
580;3.89332223e-01;3.89255900e-01;3.87328820e-01;4.72730335e-03;-2.20092997e-01;2.13956964e+00
585;3.85185578e-01;3.82619760e-01;3.83789235e-01;3.99346372e-03;-2.26777807e-01;2.11204877e+00
590;3.81795394e-01;3.70575504e-01;3.81756978e-01;3.50429702e-03;-2.27418392e-01;2.09842932e+00
595;3.73517837e-01;3.59330519e-01;3.72208793e-01;-2.52483298e-03;-2.44868627e-01;2.04353905e+00
600;3.64653327e-01;3.48965332e-01;3.64628225e-01;-9.03465183e-03;-2.59353329e-01;2.01771381e+00
605;3.58202544e-01;3.46056491e-01;3.57433477e-01;-1.09859468e-02;-2.57897468e-01;2.06512738e+00
610;3.59177134e-01;3.41439888e-01;3.56759496e-01;-9.60385817e-03;-2.55986068e-01;2.07210300e+00
615;3.57378038e-01;3.43063783e-01;3.56909262e-01;-1.31802439e-02;-2.64900274e-01;2.05919710e+00
620;3.46596926e-01;3.33072005e-01;3.45016745e-01;-2.35697497e-02;-2.80148308e-01;2.06688943e+00
625;3.22200182e-01;3.11361054e-01;3.21538766e-01;-3.28856769e-02;-2.97071297e-01;2.02589685e+00
630;3.11197016e-01;3.03126045e-01;3.09284420e-01;-3.64454374e-02;-3.05107295e-01;2.01036223e+00
635;3.07707805e-01;3.02447449e-01;3.05725132e-01;-3.94369074e-02;-3.01858194e-01;2.00649547e+00
640;3.08672663e-01;3.06011062e-01;3.07133715e-01;-3.96793804e-02;-3.05468187e-01;1.98460680e+00
645;3.05111031e-01;3.02108185e-01;3.05132163e-01;-4.54144684e-02;-3.17274328e-01;1.97498929e+00
650;3.01181329e-01;2.97869240e-01;3.00613077e-01;-5.25135992e-02;-3.23572555e-01;1.97889703e+00
655;2.88967030e-01;2.83229068e-01;2.88261965e-01;-6.45911091e-02;-3.40003813e-01;1.95671469e+00
660;2.64185996e-01;2.65428753e-01;2.63356812e-01;-7.44728331e-02;-3.51556946e-01;1.94104678e+00
665;2.50006996e-01;2.56089042e-01;2.49924295e-01;-7.95266053e-02;-3.44305503e-01;1.96468874e+00
670;2.49346781e-01;2.57266097e-01;2.49704390e-01;-8.08092846e-02;-3.44036747e-01;1.97751494e+00
675;2.49860274e-01;2.56173108e-01;2.48165333e-01;-7.96067824e-02;-3.39196870e-01;1.95875915e+00
680;2.45020865e-01;2.51635465e-01;2.44136717e-01;-8.35338786e-02;-3.40183118e-01;1.97998210e+00
685;2.37038775e-01;2.40560142e-01;2.36527862e-01;-9.06588314e-02;-3.60406784e-01;1.92758366e+00
690;2.26221130e-01;2.30344877e-01;2.27616882e-01;-9.66550708e-02;-3.78953812e-01;1.90876401e+00
695;2.18123292e-01;2.24409198e-01;2.19596049e-01;-1.01127539e-01;-3.94864636e-01;1.90084296e+00
700;2.14989830e-01;2.17145179e-01;2.12679365e-01;-1.04160131e-01;-3.95485904e-01;1.93090259e+00
705;2.12295175e-01;2.14058975e-01;2.11442657e-01;-1.05595975e-01;-3.86870585e-01;1.95412298e+00
710;2.11494342e-01;2.14642710e-01;2.10569873e-01;-1.05835242e-01;-3.87759392e-01;1.92445803e+00
715;2.03711154e-01;2.02647712e-01;2.02068251e-01;-1.10219752e-01;-3.99832799e-01;1.90256156e+00
720;1.97899904e-01;1.96826865e-01;1.98004246e-01;-1.12848596e-01;-4.05859480e-01;1.88996900e+00
