 1.27572184e+01 1.25929151e+01 1.25992806e+01 1.26089435e+01 1.25696097e+01 1.25388234e+01 1.24242741e+01 1.24941219e+01 1.72011503e+01 1.89458235e+01 1.90832024e+01 1.91462986e+01 1.83838441e+01 1.92864690e+01 1.94984537e+01 1.96560976e+01 1.96456386e+01 1.95513889e+01 1.91166029e+01 1.95886860e+01 1.96661619e+01 1.97570185e+01 1.97053199e+01 1.96415666e+01
 1.27969991e+01 1.27019356e+01 1.26887553e+01 1.26852349e+01 1.26622619e+01 1.26375864e+01 1.25613079e+01 1.25952615e+01 1.73157757e+01 1.90613008e+01 1.92172713e+01 1.92863039e+01 1.85505902e+01 1.94327496e+01 1.96397105e+01 1.97775771e+01 1.97796504e+01 1.97003115e+01 1.92771078e+01 1.97354557e+01 1.98108989e+01 1.98948385e+01 1.98462045e+01 1.97888766e+01
 1.28455152e+01 1.27838034e+01 1.27637117e+01 1.27500935e+01 1.27293891e+01 1.27144899e+01 1.26552597e+01 1.26741883e+01 1.74180447e+01 1.91691444e+01 1.93192445e+01 1.94027602e+01 1.86702740e+01 1.95369015e+01 1.97339669e+01 1.98731510e+01 1.98871778e+01 1.98096667e+01 1.94080890e+01 1.98578063e+01 1.99090133e+01 1.99862765e+01 1.99477065e+01 1.98952234e+01
 1.28660726e+01 1.28359475e+01 1.28117038e+01 1.27983633e+01 1.27752008e+01 1.27688216e+01 1.27239613e+01 1.27270924e+01 1.74714439e+01 1.92245524e+01 1.93820592e+01 1.94752599e+01 1.87655720e+01 1.96188325e+01 1.98011723e+01 1.99335756e+01 1.99547817e+01 1.98825523e+01 1.95003670e+01 1.99370009e+01 1.99901011e+01 2.00585503e+01 2.00189151e+01 1.99691315e+01
 1.28822393e+01 1.28843710e+01 1.28512631e+01 1.28400084e+01 1.28209696e+01 1.28130675e+01 1.27820684e+01 1.27819337e+01 1.75335962e+01 1.92954240e+01 1.94540229e+01 1.95429241e+01 1.88512135e+01 1.96893772e+01 1.98659727e+01 2.00005494e+01 2.00239027e+01 1.99660104e+01 1.95866128e+01 2.00048064e+01 2.00570036e+01 2.01189635e+01 2.00801694e+01 2.00328311e+01
 1.28831410e+01 1.29094900e+01 1.28706271e+01 1.28495175e+01 1.28377058e+01 1.28308504e+01 1.28173808e+01 1.28041854e+01 1.75634312e+01 1.93285539e+01 1.94797245e+01 1.95840042e+01 1.89072336e+01 1.97432382e+01 1.99050157e+01 2.00335620e+01 2.00647766e+01 1.99958061e+01 1.96464398e+01 2.00559492e+01 2.00926174e+01 2.01601957e+01 2.01217081e+01 2.00743494e+01
 1.28953832e+01 1.29396386e+01 1.29065391e+01 1.28826673e+01 1.28684542e+01 1.28617001e+01 1.28545032e+01 1.28442067e+01 1.76068266e+01 1.93716631e+01 1.95275783e+01 1.96281723e+01 1.89568279e+01 1.97831989e+01 1.99517683e+01 2.00744433e+01 2.01100998e+01 2.00550829e+01 1.96998695e+01 2.01114157e+01 2.01450645e+01 2.01999679e+01 2.01684616e+01 2.01308863e+01
 1.29137277e+01 1.29738667e+01 1.29306463e+01 1.29036529e+01 1.28944940e+01 1.28923178e+01 1.28873475e+01 1.28710930e+01 1.76451416e+01 1.94069663e+01 1.95591721e+01 1.96648353e+01 1.90141884e+01 1.98245677e+01 1.99862761e+01 2.01145814e+01 2.01358659e+01 2.00880907e+01 1.97491043e+01 2.01526801e+01 2.01754559e+01 2.02440598e+01 2.02147453e+01 2.01696427e+01
 1.11990276e+01 7.79341330e+00 5.31695340e+00 4.45849137e+00 4.89763771e+00 6.20102756e+00 7.77611979e+00 5.20688103e+00 4.93460851e+00 4.54188015e+00 5.40768873e+00 6.57907960e+00 1.00306974e+01 6.78898008e+00 4.80071317e+00 4.33178898e+00 4.64747282e+00 5.79195878e+00 1.04345337e+01 6.06107683e+00 4.76170528e+00 4.21999825e+00 4.65479732e+00 6.06948528e+00
 6.08411374e+00 2.54744289e+00 1.82082967e+00 1.54443643e+00 1.72205050e+00 2.23693598e+00 3.03916377e+00 2.26525680e+00 2.06443092e+00 1.99559464e+00 2.41141924e+00 2.83200322e+00 4.95008425e+00 3.15595208e+00 2.46438144e+00 2.25556380e+00 2.37885888e+00 2.88537471e+00 5.31348794e+00 3.03101625e+00 2.57954225e+00 2.34881434e+00 2.58395778e+00 3.20999376e+00
