 2.07778505e+01 NaN 1.42588565e+01 1.68007937e+00 1.43390904e+01 1.42909022e+01 1.41676569e+01 1.42367403e+01 1.42776741e+01 1.42862717e+01 1.42681430e+01 1.42360018e+01 1.61303049e+01 1.87676407e+01 1.94880501e+01 1.97858186e+01 1.98376738e+01 1.97582845e+01 1.92783171e+01 1.98654510e+01 1.99843629e+01 2.01011247e+01 2.00563731e+01 1.99863173e+01
 2.08426418e+01 NaN 1.43601167e+01 1.69024482e+00 1.44447857e+01 1.44034656e+01 1.43239194e+01 1.43519864e+01 1.43728179e+01 1.43733484e+01 1.43683837e+01 1.43401011e+01 1.62766109e+01 1.89099862e+01 1.96292316e+01 1.99080997e+01 1.99729955e+01 1.99087831e+01 1.94401797e+01 2.00142944e+01 2.01314418e+01 2.02413451e+01 2.01997676e+01 2.01362129e+01
 2.09216606e+01 NaN 1.44449464e+01 1.69888690e+00 1.45213627e+01 1.44911150e+01 1.44310545e+01 1.44419215e+01 1.44577055e+01 1.44546688e+01 1.44446272e+01 1.44266908e+01 1.63816235e+01 1.90113362e+01 1.97234377e+01 2.00043044e+01 2.00815741e+01 2.00192955e+01 1.95722690e+01 2.01383737e+01 2.02311436e+01 2.03343756e+01 2.03030778e+01 2.02444262e+01
 2.09551427e+01 NaN 1.44992600e+01 1.70531862e+00 1.45736235e+01 1.45530386e+01 1.45093965e+01 1.45022044e+01 1.45020291e+01 1.44964497e+01 1.44915925e+01 1.44805971e+01 1.64652396e+01 1.90910632e+01 1.97906073e+01 2.00651278e+01 2.01498387e+01 2.00929523e+01 1.96653276e+01 2.02186872e+01 2.03135435e+01 2.04079083e+01 2.03755551e+01 2.03196316e+01
 2.09814736e+01 NaN 1.45440300e+01 1.71086761e+00 1.46258353e+01 1.46034671e+01 1.45756571e+01 1.45646947e+01 1.45536181e+01 1.45498911e+01 1.45453984e+01 1.45309079e+01 1.65403830e+01 1.91597102e+01 1.98553731e+01 2.01325436e+01 2.02196355e+01 2.01772937e+01 1.97523029e+01 2.02874507e+01 2.03815284e+01 2.04693736e+01 2.04379006e+01 2.03844492e+01
 2.09829422e+01 NaN 1.45659447e+01 1.71213466e+00 1.46449276e+01 1.46237348e+01 1.46159246e+01 1.45900500e+01 1.45783824e+01 1.45748730e+01 1.45646150e+01 1.45614526e+01 1.65895360e+01 1.92121222e+01 1.98943953e+01 2.01657741e+01 2.02609088e+01 2.02074046e+01 1.98126360e+01 2.03393161e+01 2.04177185e+01 2.05113240e+01 2.04801793e+01 2.04266963e+01
 2.10028813e+01 NaN 1.46065870e+01 1.71655171e+00 1.46800046e+01 1.46588952e+01 1.46582560e+01 1.46356532e+01 1.46144024e+01 1.46073799e+01 1.46003943e+01 1.45942933e+01 1.66330509e+01 1.92510079e+01 1.99411229e+01 2.02069252e+01 2.03066751e+01 2.02673087e+01 1.98665177e+01 2.03955663e+01 2.04710142e+01 2.05517889e+01 2.05277657e+01 2.04842256e+01
 2.10327592e+01 NaN 1.46338696e+01 1.71934793e+00 1.47097101e+01 1.46937912e+01 1.46957091e+01 1.46662895e+01 1.46462054e+01 1.46340006e+01 1.46240164e+01 1.46215536e+01 1.66833800e+01 1.92912639e+01 1.99756122e+01 2.02473282e+01 2.03326931e+01 2.03006658e+01 1.99161690e+01 2.04374137e+01 2.05018973e+01 2.05966488e+01 2.05748740e+01 2.05236622e+01
 1.82400044e+01 NaN 6.01730191e+00 5.94071925e-01 5.58710029e+00 7.06751151e+00 8.86727034e+00 5.93311108e+00 4.09593143e+00 3.42484631e+00 4.04322475e+00 4.89179611e+00 8.80110853e+00 6.60634865e+00 4.79815172e+00 4.36037674e+00 4.69290165e+00 5.85325012e+00 1.05228032e+01 6.14671269e+00 4.83875028e+00 4.29349758e+00 4.73772323e+00 6.17601747e+00
 9.90927657e+00 NaN 2.06066915e+00 2.05788516e-01 1.96447133e+00 2.54950823e+00 3.46562135e+00 2.58120362e+00 1.71356400e+00 1.50479641e+00 1.80297174e+00 2.10570220e+00 4.34329011e+00 3.07105332e+00 2.46306655e+00 2.27044945e+00 2.40211212e+00 2.91590817e+00 5.35843662e+00 3.07384093e+00 2.62127957e+00 2.38972343e+00 2.62999138e+00 3.26633588e+00
