 1.65999216e-01 2.54297064e-01 1.10055035e-01 2.43213877e-01 2.78219071e-01 3.14043456e-01 2.27366762e-01 1.01458558e-01 2.09204646e-01 2.07942912e-01 2.34822518e-01 2.76658576e-01 7.43589582e-02 6.11669296e-02 1.84858066e-01 1.76610391e-01 2.21075648e-01 2.55331445e-01 2.03838686e-01 1.89415284e-01 1.85177881e-01 1.63524403e-01 2.17934952e-01 2.52864910e-01
 9.65083120e-02 1.42129419e-01 5.41444941e-02 1.35078888e-01 1.39896626e-01 1.68533472e-01 1.42814992e-01 5.85212824e-02 1.36019937e-01 1.35203494e-01 1.41897680e-01 1.62912082e-01 5.54097706e-02 3.00973776e-02 1.11294564e-01 1.06628568e-01 1.34258207e-01 1.51062557e-01 1.41143953e-01 1.20576423e-01 1.08543380e-01 1.00647014e-01 1.34683103e-01 1.53812311e-01
 5.02761409e-02 8.45626514e-02 2.72700659e-02 7.54626279e-02 8.84244545e-02 8.95391731e-02 9.27132860e-02 2.77456182e-02 7.27788654e-02 8.02531299e-02 7.85650762e-02 8.66066447e-02 2.03310044e-02 1.75050874e-02 5.77578484e-02 4.97471864e-02 6.70003824e-02 7.92296121e-02 7.47040914e-02 6.94782270e-02 5.74861118e-02 4.77156463e-02 6.63445772e-02 6.85314533e-02
 1.51792374e-02 3.38646745e-02 9.71457046e-03 2.76425526e-02 3.11313973e-02 3.85328964e-02 3.95934724e-02 1.80953015e-02 2.77050126e-02 3.24353119e-02 3.42283481e-02 3.29284048e-02 7.27146895e-03 1.08760169e-02 2.15847346e-02 2.37524928e-02 3.12243977e-02 2.89088438e-02 3.67296853e-02 3.66649751e-02 2.58812861e-02 2.79501817e-02 3.15900989e-02 3.44664157e-02
 8.49386671e-03 6.19519995e-03 1.27633616e-02 1.05215350e-02 8.80319454e-03 9.37570805e-03 1.39961442e-02 1.62913050e-02 1.18329121e-02 1.28503319e-02 1.16918315e-02 1.20201770e-02 1.07906746e-02 1.60581132e-02 1.48539624e-02 1.18768241e-02 1.43525635e-02 1.94534560e-02 1.98866904e-02 2.04848073e-02 1.57525245e-02 9.45928072e-03 1.28791837e-02 1.74989871e-02
 1.30220403e-02 3.72858468e-02 2.44637446e-02 2.00652866e-02 2.45772747e-02 3.03293188e-02 3.63621632e-02 2.90031397e-02 2.47022135e-02 2.34046620e-02 2.51402861e-02 2.42944733e-02 3.93361284e-02 2.57673845e-02 1.82562246e-02 1.84464317e-02 2.07895508e-02 2.02830852e-02 2.72899317e-02 2.66360355e-02 2.03591221e-02 2.58804097e-02 2.89561642e-02 2.72352070e-02
 7.16886375e+00 4.28021097e+00 5.86585212e+00 1.66774813e+00 1.34936836e+00 1.60928945e+00 3.76540550e+00 4.47514847e+00 2.95398581e-01 1.41436019e-01 2.22913597e-01 5.83330315e-01 4.09155099e+00 3.90081320e+00 2.67859501e-01 7.12158004e-01 1.18794870e+00 2.38817579e+00 1.74067471e+00 5.22437901e-01 1.04160387e+00 1.72157580e+00 3.36946531e+00 4.34013903e+00
 3.48371065e+00 6.86490793e-01 1.70316594e+00 1.47648647e-01 5.70059079e-01 5.98875105e-01 1.09688745e+00 9.99744880e-01 2.86718629e-01 2.73429590e-01 3.95848326e-01 5.56856227e-01 1.81485440e+00 1.13418619e+00 1.96476219e-01 2.47323914e-01 4.10962997e-01 1.09472073e+00 1.20066952e+00 4.58648033e-01 1.93516820e-01 3.22714218e-01 8.21240543e-01 8.67853419e-01
 1.65751691e+00 3.89116299e-01 2.04528244e-01 1.53027357e-01 6.14599256e-01 6.18466588e-01 6.23889763e-01 6.87357831e-01 2.75131834e-01 2.63090163e-01 3.62272139e-01 4.95758618e-01 1.21508667e+00 5.05351279e-01 1.75739783e-01 1.91542813e-01 3.24206465e-01 9.33901585e-01 8.23448532e-01 4.50553473e-01 1.54755261e-01 2.22636445e-01 5.52293272e-01 5.18546133e-01
 1.05475865e+00 1.77166400e-01 7.92177716e-01 2.10144738e-01 7.23384531e-01 6.59833307e-01 4.24001255e-01 1.02804657e+00 2.94701875e-01 2.74319866e-01 3.57147626e-01 4.68354707e-01 1.42715288e+00 9.53439786e-01 1.74351129e-01 1.65089761e-01 2.94460204e-01 8.83168539e-01 6.66581901e-01 4.32185453e-01 1.37270527e-01 1.87934692e-01 4.64178291e-01 4.11766379e-01
 9.51804129e-01 1.49405332e-01 9.03974318e-01 1.55366087e-01 6.69295682e-01 6.30617961e-01 3.74734673e-01 1.09433235e+00 2.84905786e-01 2.59279062e-01 3.29043131e-01 4.39123434e-01 1.54601934e+00 1.05449160e+00 1.71560092e-01 1.53483564e-01 2.95894015e-01 8.80169297e-01 5.78177818e-01 4.49043477e-01 1.38148011e-01 1.66505888e-01 4.43994472e-01 3.70680466e-01
 9.35595810e-01 1.25029737e-01 9.14726563e-01 1.29503583e-01 6.55947058e-01 6.19708097e-01 3.30949480e-01 1.07251928e+00 2.83345425e-01 2.53210256e-01 3.16282974e-01 4.26760844e-01 1.55452309e+00 1.04830160e+00 1.78401692e-01 1.45369647e-01 2.84391762e-01 8.57526970e-01 5.36234966e-01 4.52844822e-01 1.33253445e-01 1.58760215e-01 4.19864309e-01 3.36762296e-01
 9.16932554e-01 8.10134249e-02 9.00317345e-01 1.19698757e-01 6.62193237e-01 6.25640231e-01 3.30889369e-01 1.03020123e+00 2.74567330e-01 2.43201671e-01 3.09369789e-01 4.18393566e-01 1.52295549e+00 1.01124486e+00 1.78061895e-01 1.30321158e-01 2.68253790e-01 8.39195897e-01 5.12604521e-01 4.52102242e-01 1.29098049e-01 1.57412515e-01 4.00290091e-01 3.12895455e-01
 8.72981825e-01 7.56250004e-02 8.73130151e-01 1.21376096e-01 6.62640928e-01 6.06351400e-01 3.14935969e-01 9.89894343e-01 2.80579693e-01 2.38755858e-01 2.97872343e-01 3.98681671e-01 1.48283081e+00 9.80620468e-01 1.77648502e-01 1.33550217e-01 2.64030088e-01 8.26452354e-01 4.95974708e-01 4.51300482e-01 1.26887972e-01 1.58506347e-01 3.89105019e-01 3.07456998e-01
 8.48519040e-01 6.17609091e-02 8.59073492e-01 1.13372779e-01 6.44337710e-01 5.82002811e-01 2.99219005e-01 9.75980356e-01 2.49819926e-01 2.09210204e-01 2.70103856e-01 3.79752768e-01 1.44284362e+00 9.49780108e-01 1.76758749e-01 1.28094296e-01 2.58696606e-01 8.17104677e-01 4.87976583e-01 4.55765596e-01 1.26698820e-01 1.50923807e-01 3.76492659e-01 2.87331811e-01
 8.32381156e-01 5.14015842e-02 8.40737790e-01 1.30807408e-01 6.82605912e-01 6.31234560e-01 2.95287286e-01 9.40376311e-01 2.71939776e-01 2.26097995e-01 2.83008399e-01 3.69419870e-01 1.40671825e+00 9.14258986e-01 1.65131253e-01 1.21990056e-01 2.50134615e-01 8.01815288e-01 4.73175332e-01 4.53100163e-01 1.24356383e-01 1.47566582e-01 3.57323231e-01 2.56043367e-01
 8.04395653e-01 3.29386308e-02 8.30521131e-01 1.16544442e-01 6.56878185e-01 5.77354407e-01 2.62351911e-01 9.18923692e-01 2.68002680e-01 2.19429378e-01 2.70116002e-01 3.48481084e-01 1.38101649e+00 8.97845251e-01 1.75769613e-01 1.18234523e-01 2.42023444e-01 7.91610577e-01 4.51953395e-01 4.46332560e-01 1.29913634e-01 1.45035953e-01 3.47691889e-01 2.43597296e-01
