1,344064,2340.981,1061,4095
2,344064,2338.49,1050,4095
3,344064,2342.608,1055,4095
4,344064,2342.072,1050,4095
5,344064,2341.273,1059,4095
6,344064,2342.062,1072,4095
7,344064,2341.81,1059,4095
8,344064,2341.521,1049,4095
9,344064,2341.933,1055,4095
10,344064,2340.332,1065,4095
11,344064,753.328,546,1735
12,344064,770.471,520,4095
13,344064,766.385,521,4095
14,344064,763.416,523,4095
15,344064,761.692,516,4095
16,344064,760.211,520,4095
17,344064,759.693,518,4095
18,344064,863.888,575,4095
19,344064,1305.665,815,4095
20,344064,1764.435,1055,4095
21,344064,2103.826,1247,4095
22,344064,2285.042,1406,4095
23,344064,2376.623,1430,4095
24,344064,2417.867,1436,4095
25,344064,2436.62,1433,4095
26,344064,2445.945,1435,4095
27,344064,2453.745,1440,4095
28,344064,2459.924,1450,4095
29,344064,2463.71,1467,4095
30,344064,2467.586,1434,4095
31,344064,2469.692,1459,4095
32,344064,2470.986,1466,4095
33,344064,2471.818,1455,4095
34,344064,2473.898,1447,4095
35,344064,2475.047,1479,4095
36,344064,2476.024,1446,4095
37,344064,2475.418,1476,4095
38,344064,2427.492,1433,4095
39,344064,2455.165,1451,4095
40,344064,2468.489,1452,4095
41,344064,1602.566,970,4095
42,344064,949.137,615,4095
43,344064,831.923,555,4095
44,344064,790.755,537,4095
45,344064,773.541,526,4095
46,344064,765.15,516,4095
47,344064,761.252,516,4095
48,344064,759.305,516,4095
49,344064,757.944,514,4095
50,344064,757.613,511,4095
51,344064,757.335,512,4095
52,344064,757.007,518,4095
53,344064,756.796,516,4095
54,344064,756.755,511,4095
55,344064,756.414,516,4095
56,344064,756.748,514,4095
57,344064,756.594,513,4095
58,344064,756.528,512,4095
59,344064,756.526,510,4095
60,344064,756.166,515,4095
61,344064,756.41,510,4095
62,344064,756.714,515,4095
63,344064,757.058,519,4095
64,344064,756.912,512,4095
65,344064,757.134,508,4095
66,344064,756.989,508,4095
67,344064,757.07,515,4095
68,344064,757.089,509,4095
69,344064,756.944,517,4095
70,344064,756.762,521,4095
71,344064,756.995,517,4095
72,344064,756.942,515,4095
73,344064,757.171,512,4095
74,344064,757.124,507,4095
75,344064,756.938,516,4095
76,344064,757.309,506,4095
77,344064,757.159,516,4095
78,344064,757.823,511,4095
79,344064,757.583,509,4095
80,344064,757.059,510,4095
81,344064,757.111,515,4095
82,344064,756.884,512,4095
83,344064,757.11,512,4095
84,344064,757.382,518,4095
85,344064,757.415,509,4095
86,344064,757.536,520,4095
87,344064,757.619,502,4095
88,344064,757.294,517,4095
89,344064,757.624,520,4095
90,344064,757.571,507,4095
91,344064,757.597,509,4095
92,344064,757.727,510,4095
93,344064,757.891,513,4095
94,344064,757.665,517,4095
95,344064,757.8,511,4095
96,344064,757.811,518,4095
97,344064,757.815,510,4095
98,344064,757.651,516,4095
99,344064,757.643,514,4095
100,344064,757.99,515,4095
101,344064,758.016,512,4095
102,344064,757.875,513,4095
103,344064,757.529,514,4095
104,344064,757.552,517,4095
105,344064,757.434,509,4095
106,344064,757.785,513,4095
107,344064,757.97,515,4095
108,344064,757.733,510,4095
109,344064,757.661,507,4095
110,344064,757.545,512,4095
111,344064,758.299,519,4095
112,344064,758.555,516,4095
113,344064,758.398,510,4095
114,344064,758.438,513,4095
115,344064,758.304,520,4095
116,344064,758.346,512,4095
117,344064,758.47,515,4095
118,344064,758.443,516,4095
119,344064,758.309,515,4095
120,344064,758.06,516,4095
121,344064,757.789,512,4095
122,344064,758.238,515,4095
123,344064,758.156,509,4095
124,344064,758.596,510,4095
125,344064,758.124,517,4095
126,344064,758.07,507,4095
127,344064,758.103,519,4095
128,344064,758.457,516,4095
129,344064,758.444,518,4095
130,344064,758.496,514,4095
131,344064,758.223,513,4095
132,344064,758.141,517,4095
133,344064,758.421,517,4095
134,344064,758.578,513,4095
135,344064,758.508,516,4095
136,344064,758.224,508,4095
137,344064,758.923,515,4095
138,344064,758.882,517,4095
139,344064,759.155,505,4095
140,344064,759.011,519,4095
141,344064,758.964,516,4095
142,344064,759.029,500,4095
143,344064,758.362,508,4095
144,344064,759.337,510,4095
145,344064,759.435,513,4095
146,344064,759.217,520,4095
147,344064,759.102,511,4095
148,344064,759.097,517,4095
149,344064,758.879,517,4095
150,344064,759.152,519,4095
151,344064,759.149,512,4095
152,344064,759.293,518,4095
153,344064,759.356,516,4095
154,344064,759.126,516,4095
155,344064,759.382,512,4095
156,344064,2218.945,1446,4095
157,344064,2218.424,1472,4095
158,344064,2218.547,1467,4095
159,344064,2217.667,1459,4095
160,344064,2218.961,1451,4095
161,344064,2218.666,1456,4095
162,344064,2218.683,1455,4095
163,344064,2219.082,1454,4095
164,344064,2218.735,1461,4095
165,344064,2218.172,1468,4095
166,344064,736.099,549,1097
167,344064,738.652,513,4095
168,344064,732.592,505,4095
169,344064,728.893,497,4095
170,344064,726.069,500,4095
171,344064,723.9,501,4095
172,344064,722.648,500,4095
173,344064,1081.429,742,4095
174,344064,1637.037,1084,4095
175,344064,1791.284,1188,4095
176,344064,1870.739,1239,4095
177,344064,1906.403,1267,4095
178,344064,1936.952,1253,4095
179,344064,1957.15,1267,4095
180,344064,1974.801,1290,4095
181,344064,1987.381,1290,4095
182,344064,2000.849,1311,4095
183,344064,2018.897,1329,4095
184,344064,2028.198,1317,4095
185,344064,2036.738,1337,4095
186,344064,2042.003,1339,4095
187,344064,2046.978,1344,4095
188,344064,2051.853,1317,4095
189,344064,2056.764,1347,4095
190,344064,2060.711,1345,4095
191,344064,2063.084,1341,4095
192,344064,2065.192,1345,4095
193,344064,1969.501,1289,4095
194,344064,2064.232,1355,4095
195,344064,2070.147,1358,4095
196,344064,978.18,661,4095
197,344064,762.537,527,4095
198,344064,744.987,504,4095
199,344064,737.994,502,4095
200,344064,734.41,506,4095
201,344064,731.768,504,4095
202,344064,729.93,501,4095
203,344064,728.69,505,4095
204,344064,727.391,504,4095
205,344064,726.735,506,4095
206,344064,725.771,499,4095
207,344064,725.167,506,4095
208,344064,724.65,503,4095
209,344064,723.958,498,4095
210,344064,723.473,503,4095
211,344064,723.498,507,4095
212,344064,722.938,505,4095
213,344064,722.608,498,4095
214,344064,722.349,505,4095
215,344064,721.994,502,4095
216,344064,721.684,506,4095
217,344064,721.911,498,4095
218,344064,721.316,505,4095
219,344064,721.717,497,4095
220,344064,721.496,506,4095
221,344064,721.296,498,4095
222,344064,721.244,502,4095
223,344064,720.788,495,4095
224,344064,720.395,503,4095
225,344064,720.451,498,4095
226,344064,720.147,498,4095
227,344064,720.224,498,4095
228,344064,719.907,501,4095
229,344064,720.084,501,4095
230,344064,719.809,505,4095
231,344064,719.687,493,4095
232,344064,719.688,501,4095
233,344064,720.108,500,4095
234,344064,719.46,500,4095
235,344064,719.036,502,4095
236,344064,718.981,500,4095
237,344064,718.602,499,4095
238,344064,718.667,503,4095
239,344064,718.481,503,4095
240,344064,718.597,500,4095
241,344064,718.441,495,4095
242,344064,718.485,503,4095
243,344064,718.166,502,4095
244,344064,718.73,506,4095
245,344064,718.483,499,4095
246,344064,718.347,502,4095
247,344064,718.097,497,4095
248,344064,718.047,502,4095
249,344064,717.949,505,4095
250,344064,717.874,491,4095
251,344064,718.015,493,4095
252,344064,717.775,502,4095
253,344064,717.723,504,4095
254,344064,717.657,501,4095
255,344064,717.842,498,4095
256,344064,717.622,506,4095
257,344064,717.513,500,4095
258,344064,717.011,493,4095
259,344064,717.398,494,4095
260,344064,716.976,500,4095
261,344064,717.307,503,4095
262,344064,717.342,504,4095
263,344064,717.066,507,4095
264,344064,716.939,505,4095
265,344064,716.869,498,4095
266,344064,717.286,502,4095
267,344064,717.535,504,4095
268,344064,717.361,497,4095
269,344064,717.447,511,4095
270,344064,717.309,503,4095
271,344064,717.288,506,4095
272,344064,717.352,500,4095
273,344064,717.263,508,4095
274,344064,716.052,500,4095
275,344064,716.758,493,4095
276,344064,716.515,506,4095
277,344064,716.774,506,4095
278,344064,716.864,503,4095
279,344064,716.938,497,4095
280,344064,716.509,500,4095
281,344064,716.427,506,4095
282,344064,716.567,508,4095
283,344064,716.672,503,4095
284,344064,716.569,495,4095
285,344064,716.651,496,4095
286,344064,716.37,499,4095
287,344064,716.33,490,4095
288,344064,716.564,505,4095
289,344064,716.743,506,4095
290,344064,716.363,506,4095
291,344064,716.539,503,4095
292,344064,716.721,495,4095
293,344064,716.716,501,4095
294,344064,716.903,499,4095
295,344064,716.173,506,4095
296,344064,716.774,491,4095
297,344064,716.756,501,4095
298,344064,716.434,500,4095
299,344064,716.69,504,4095
300,344064,716.802,501,4095
301,344064,716.713,497,4095
302,344064,716.371,499,4095
303,344064,716.505,506,4095
304,344064,716.033,503,4095
305,344064,716.621,502,4095
306,344064,716.844,503,4095
307,344064,716.648,509,4095
308,344064,716.827,503,4095
309,344064,716.416,499,4095
310,344064,716.655,500,4095
311,344064,2277.318,1339,4095
312,344064,2275.946,1344,4095
313,344064,2276.438,1342,4095
314,344064,2276.662,1343,4095
315,344064,2275.805,1334,4095
316,344064,2276.538,1334,4095
317,344064,2275.492,1341,4095
318,344064,2276.291,1333,4095
319,344064,2276.306,1347,4095
320,344064,2275.459,1329,4095
321,344064,738.276,524,1192
322,344064,744.604,524,4095
323,344064,741.363,520,4095
324,344064,739.169,522,4095
325,344064,737.776,519,4095
326,344064,736.579,516,4095
327,344064,736.014,519,4095
328,344064,887.5,606,4095
329,344064,1450.532,923,4095
330,344064,1950.196,1209,4095
331,344064,2212,1380,4095
332,344064,2315.818,1436,4095
333,344064,2359.721,1462,4095
334,344064,2379.212,1481,4095
335,344064,2391.632,1478,4095
336,344064,2398.915,1497,4095
337,344064,2404.046,1486,4095
338,344064,2406.978,1486,4095
339,344064,2410.353,1495,4095
340,344064,2413.734,1485,4095
341,344064,2415.52,1516,4095
342,344064,2416.95,1504,4095
343,344064,2417.985,1504,4095
344,344064,2420.568,1495,4095
345,344064,2418.77,1492,4095
346,344064,2421.491,1497,4095
347,344064,2421.378,1507,4095
348,344064,2362.705,1479,4095
349,344064,2401.667,1499,4095
350,344064,2415.373,1514,4095
351,344064,1378.018,889,4095
352,344064,874.552,602,4095
353,344064,788.479,545,4095
354,344064,759.836,533,4095
355,344064,748.211,517,4095
356,344064,743.082,519,4095
357,344064,740.481,517,4095
358,344064,739.185,520,4095
359,344064,738.078,516,4095
360,344064,737.764,520,4095
361,344064,737.573,515,4095
362,344064,736.977,512,4095
363,344064,737.067,519,4095
364,344064,736.79,522,4095
365,344064,736.852,519,4095
366,344064,737.151,519,4095
367,344064,736.896,515,4095
368,344064,736.569,521,4095
369,344064,736.416,514,4095
370,344064,736.184,519,4095
371,344064,736.365,518,4095
372,344064,736.561,512,4095
373,344064,736.529,522,4095
374,344064,736.521,512,4095
375,344064,736.134,517,4095
376,344064,736.484,520,4095
377,344064,736.68,513,4095
378,344064,736.329,522,4095
379,344064,736.365,513,4095
380,344064,736.148,518,4095
381,344064,736.143,517,4095
382,344064,736.371,519,4095
383,344064,736.025,522,4095
384,344064,736.104,518,4095
385,344064,736.048,517,4095
386,344064,736.263,510,4095
387,344064,736.072,519,4095
