20.5987695,20.3902498,20.6741336,20.4366229,20.3803349,20.3113592,20.3523837,20.6702973,20.4909229,20.4954316,20.4480111,20.3611706,20.6836261,20.7682271,20.5230717,20.5516792,20.4737075,20.403576,20.4268516,20.4930577,20.5205759,20.565569,20.4723855,20.3929732
20.7624588,20.643102,20.8084532,20.6722151,20.6569865,20.5976517,20.5822043,20.7889446,20.6685963,20.6612896,20.6505633,20.6075945,20.7834738,20.8554512,20.6988269,20.7118029,20.6600855,20.6212797,20.6196479,20.6714372,20.7015659,20.7199632,20.6720011,20.6290988
20.882499,20.7995084,20.9000496,20.8189227,20.7989101,20.7870632,20.7599823,20.8834458,20.8118852,20.799631,20.8079776,20.787967,20.8798847,20.9170235,20.8393714,20.8534823,20.8256227,20.8017828,20.7904587,20.8157927,20.8391579,20.8582799,20.8292415,20.8114941
20.9526319,20.9199895,20.9584881,20.9241052,20.9183822,20.9067361,20.9036007,20.9469747,20.9271083,20.9227639,20.9171131,20.9187057,20.9586194,20.9656683,20.9394008,20.936085,20.9262762,20.9242423,20.9110141,20.9156397,20.9323197,20.9312417,20.9255072,20.9187223
21.0131334,21.0131645,21.0088807,21.0180613,21.0158108,21.022082,21.0119391,21.0070355,21.0148034,21.0169943,21.0172521,21.0114728,21.0070679,21.0070762,21.0088144,21.0111722,21.0159431,21.0110218,21.0128334,21.0262068,21.0124542,21.0094275,21.0108288,21.0175271
21.0343504,21.067202,21.0327237,21.0581421,21.0661775,21.071655,21.0850015,21.0461513,21.0583765,21.0605671,21.0660114,21.0702025,21.0344063,21.0273172,21.0519937,21.0529679,21.058074,21.0650641,21.07662,21.0585195,21.0554793,21.0596018,21.0639795,21.0641077
17.2787766,10.7014515,15.7271228,6.33060214,6.89534233,8.58541987,10.7890875,13.8530342,5.40647404,4.69614568,5.5103565,6.29815234,13.7750838,12.9736738,4.6793424,4.31353934,4.50949892,5.54345885,8.84229072,5.40906896,4.23328664,4.09257797,4.43955485,5.8523186
8.01391614,3.61533788,5.72127445,2.25456781,2.45978517,3.06701808,4.30267235,4.77041126,2.33660547,2.11590348,2.55227829,2.67088345,5.89111839,4.83735868,2.27221456,2.25859341,2.25639012,2.75592365,4.90232276,2.92004496,2.30650242,2.33590103,2.47508794,3.17017156
3.30324737,2.42768394,1.68027307,1.48239268,1.6019861,2.03200194,2.94068094,1.40461203,1.6276854,1.46951955,1.80549376,1.79525293,2.19627387,1.36316444,1.62274682,1.63743258,1.58058971,1.94088048,3.75791757,2.18305712,1.68735715,1.73894928,1.81417488,2.31465704
1.14047992,1.89233159,0.291825744,1.12463662,1.21199404,1.56785196,2.31900861,0.291588211,1.26877082,1.14877926,1.44293876,1.385114,0.620145423,0.0858244198,1.29219133,1.324385,1.24379377,1.53722131,3.18688769,1.79813514,1.35880115,1.42400347,1.47335839,1.84936042
